name,company,work_area,salary,requirements,company_type,company_size,field
全栈开发工程师/Java开发工程师,大连隆基信息技术有限公司,大连-沙河口区,1.2-2万/月,"['3-4年经验', '大专']",民营公司,150-500人,计算机软件
高级Java开发工程师（西二旗）G,上海正诺信息科技有限公司,北京-海淀区,1.4-2.5万/月,"['5-7年经验', '大专']",民营公司,500-1000人,计算机软件
Java开发工程师,智富汽车服务（上海）有限公司,苏州-工业园区,1.2-1.8万/月,"['3-4年经验', '本科']",民营公司,500-1000人,汽车
软件开发工程师（java）-***009,昆仑数智科技有限责任公司,北京-昌平区,1.8-2.5万/月,"['8-9年经验', '本科']",国企,1000-5000人,计算机软件
JAVA 工程师,武汉蓬域区块链科技有限公司,武汉-武昌区,1-1.5万/月,"['1年经验', '大专']",民营公司,50-150人,计算机软件
Java高级开发工程师-w,杭州丈浔科技有限公司,杭州-滨江区,1.5-2万/月,"['3-4年经验', '本科']",民营公司,150-500人,计算机软件
Java架构师,上海宏景智驾信息科技有限公司,上海-嘉定区,3-4万/月,"['5-7年经验', '本科']",民营公司,50-150人,汽车
JAVA开发工程师-UL7168,富泰华工业（深圳）有限公司,深圳-龙华区,1.5-3万/月,"['3-4年经验', '大专']",外资（非欧美）,50-150人,互联网/电子商务
Java开发工程师,成都长益西联软件有限公司,成都-高新区,0.7-1.3万/月,"['2年经验', '本科']",民营公司,150-500人,计算机软件
Java开发工程师,广州客似云来贸易有限公司,广州-天河区,3-4.5万/月,"['2年经验', '中专']",民营公司,少于50人,计算机服务(系统、数据服务、维修)
Java开发工程师,广东万莎文化传播有限责任公司,东莞-寮步镇,1-1.5万/月,"['5-7年经验', '大专']",民营公司,50-150人,互联网/电子商务
高级java开发（dywl）,浙江东驰科技有限公司,杭州-西湖区,1.3-2.2万/月,"['3-4年经验', '大专']",民营公司,50-150人,计算机软件
Java开发工程师,海通安恒科技股份有限公司,杭州-余杭区,1-2万/月,"['3-4年经验', '大专']",民营公司,1000-5000人,专业服务(咨询、人力资源、财会)
JAVA产品研发工程师,万达信息股份有限公司陕西分公司,西安-高新技术产业开发区,0.8-1万/月,"['3-4年经验', '本科']",民营公司,50-150人,计算机软件
Java高级软件工程师,江苏量为石科技股份有限公司,武汉-洪山区,1-2万/月,"['3-4年经验', '本科']",民营公司,500-1000人,计算机软件
宁波银行JAVA开发,陕西省通信服务有限公司中天信息分公司,宁波-鄞州区,1.5-2万/月,"['3-4年经验', '本科']",国企,1000-5000人,通信/电信运营、增值服务
Java高级开发工程师,深圳市拓保软件有限公司,长沙-长沙县,1.3-1.7万/月,"['5-7年经验', '大专']",民营公司,5000-10000人,计算机软件
C#/JAVA软件开发,北京中振兴业科技发展有限公司,北京-大兴区,0.8-1.5万/月,"['2年经验', '大专']",民营公司,少于50人,计算机软件
Java中级开发工程师,深圳市睿奥电子有限公司,深圳-宝安区,1.8-3万/月,"['5-7年经验', '大专']",民营公司,少于50人,贸易/进出口
Java开发工程师,广州拓尔思大数据有限公司,武汉-洪山区,0.9-1.2万/月,"['2年经验', '本科']",上市公司,150-500人,计算机软件
Java初级工程师,深圳市海华医疗器械有限公司,广州-番禺区,0.9-1.3万/月,"['1年经验', '本科']",民营公司,150-500人,医疗设备/器械
JAVA开发工程师(J12016),上海汉得信息技术股份有限公司,上海-闵行区,1-1.5万/月,"['3-4年经验', '本科']",上市公司,10000人以上,计算机软件
高级Java开发工程师,深圳市睿服科技有限公司,深圳-南山区,1.8-2.7万/月,"['5-7年经验', '大专']",民营公司,500-1000人,计算机软件
Java中级开发工程师,南京浦和数据有限公司,南京-栖霞区,1.3-2万/月,"['3-4年经验', '本科']",民营公司,50-150人,计算机软件
Java开发工程师(五险一金，双休）,上海途鸽数据科技有限公司,深圳-宝安区,1-1.5万/月,"['2年经验', '本科']",民营公司,50-150人,互联网/电子商务
Java开发工程师,上海擎泰仿真科技有限公司,上海-闵行区,0.7-1.4万/月,"['1年经验', '本科']",民营公司,少于50人,计算机服务(系统、数据服务、维修)
JAVA开发工程师,四川汉博德信息技术有限公司,成都-武侯区,4-8千/月,"['1年经验', '大专']",民营公司,50-150人,计算机软件
高级 JAVA 开发工程师,广州新亦源供应链管理有限公司,广州-黄埔区,2-3万/月,"['5-7年经验', '本科']",民营公司,150-500人,交通/运输/物流
Java开发工程师,健思软件（大连）有限公司,杭州-余杭区,1-1.8万/月,"['3-4年经验', '本科']",外资（非欧美）,50-150人,计算机软件
Java初级开发工程师,金惠家科技有限公司,成都-武侯区,0.8-1.1万/月,"['1年经验', '本科']",民营公司,50-150人,保险
Java开发工程师,南京金斯瑞生物科技有限公司,南京-江宁区,20-28万/年,"['5-7年经验', '大专']",外资（非欧美）,1000-5000人,制药/生物工程
Java开发工程师(J12198),博思数采科技发展有限公司,福州,0.9-1.4万/月,"['3-4年经验', '本科']",民营公司,150-500人,计算机软件
JR. JAVA SOFTWARE ENGINEER,莱芙玛软件开发（上海）有限公司,上海-浦东新区,1-1.5万/月,"['1年经验', '本科']",外资（欧美）,50-150人,计算机软件
Java开发工程师,广东忆桐供应链管理有限公司,广州-天河区,1-1.5万/月,"['3-4年经验', '大专']",国企,50-150人,贸易/进出口
Java后端开发工程师,深圳市爱科赛科技股份有限公司,武汉-东西湖区,0.8-1万/月,"['3-4年经验', '本科']",民营公司,50-150人,电气/电力/水利
Java开发工程师（合肥） (MJ000005),合肥维天运通信息科技股份有限公司,合肥-蜀山区,0.9-1.8万/月,"['3-4年经验', '本科']",民营公司,500-1000人,互联网/电子商务
初级或中级Java开发工程师,北京三维天地科技股份有限公司南京分公司,南京-雨花台区,0.8-1.2万/月,"['2年经验', '本科']",民营公司,500-1000人,计算机软件
Java开发工程师,青岛金小蝶互联网络技术有限公司,青岛-崂山区,0.7-1.2万/月,"['3-4年经验', '本科']",民营公司,少于50人,计算机软件
java高级工程师,广东欣档科技有限公司,珠海,1.5-2万/月,"['8-9年经验', '大专']",创业公司,150-500人,计算机软件
Java开发工程师,大连辰轩科技有限公司,大连,5-8千/月,"['1年经验', '大专']",民营公司,50-150人,计算机软件
Java高级开发工程师,高伟达软件股份有限公司,上海-虹口区,1.5-2.5万/月,"['5-7年经验', '大专']",上市公司,1000-5000人,计算机软件
Java开发工程师,武汉软帝联合科技有限公司,武汉-洪山区,1-1.5万/月,"['3-4年经验', '大专']",民营公司,150-500人,外包服务
Java初级开发工程师(佛山顺德),广州辰迅信息科技有限公司,广州-黄埔区,7-9千/月,"['1年经验', '本科']",民营公司,,计算机软件
Java开发工程师,小熊电器股份有限公司,佛山-顺德区,0.7-1.1万/月,"['1年经验', '本科']",上市公司,1000-5000人,家具/家电/玩具/礼品
Java开发工程师,广东浠芮生物科技有限责任公司,广州-海珠区,1-1.5万/月,"['3-4年经验', '大专']",民营公司,150-500人,快速消费品(食品、饮料、化妆品)
中级Java开发工程师,海乂知信息科技（南京）有限公司,成都-金牛区,1.2-2.4万/月,"['3-4年经验', '本科']",民营公司,150-500人,计算机软件
Java开发工程师,成都万保易网络科技有限公司,成都-武侯区,0.8-1万/月,"['3-4年经验', '大专']",民营公司,50-150人,计算机软件
java&web开发工程师,成都中得智能技术集团有限公司,成都-高新区,5-7千/月,"['2年经验', '大专']",民营公司,50-150人,计算机软件
Java开发工程师（北京）,海纳英才信息技术（深圳）有限公司,北京-丰台区,1.5-1.9万/月,"['3-4年经验', '本科']",民营公司,150-500人,互联网/电子商务
JAVA工程师（中级）,云计划软件科技（上海）有限公司,北京,1-1.5万/月,"['5-7年经验', '大专']",合资,150-500人,计算机软件
Java开发工程师（需求量大）,上海锐赢信息技术有限公司,深圳-南山区,1-1.5万/月,"['3-4年经验', '大专']",民营公司,150-500人,计算机软件
Java高级开发工程师,上海劳勤信息技术有限公司,上海-闵行区,2-2.5万/月,"['5-7年经验', '本科']",民营公司,150-500人,计算机软件
Java开发工程师,南京新美网络科技有限公司,南京-玄武区,0.8-1.4万/月,"['3-4年经验', '本科']",民营公司,少于50人,计算机软件
北京Java人工智能,上海长城宽带网络服务有限公司,北京-朝阳区,2-4万/月,"['2年经验', '本科']",民营公司,,通信/电信/网络设备
Java开发工程师,无锡跑吧智能科技有限公司,无锡-无锡新区,1-1.5万/月,"['1年经验', '大专']",创业公司,少于50人,互联网/电子商务
Java开发工程师,杭州美创科技有限公司,杭州,1.5-2.5万/月,"['3-4年经验', '本科']",民营公司,500-1000人,计算机软件
JAVA工程师,厦门弘领信息科技有限公司,厦门-翔安区,0.6-1万/月,"['2年经验', '大专']",民营公司,,计算机软件
Java开发工程师,杭州紧商智能供应链有限公司,杭州-萧山区,1-1.5万/月,"['2年经验', '大专']",民营公司,150-500人,计算机软件
Java开发Leader,凯捷咨询（中国）有限公司,杭州-滨江区,2-2.5万/月,"['5-7年经验', '大专']",外资（欧美）,1000-5000人,计算机服务(系统、数据服务、维修)
Java开发,深圳市网新新思软件有限公司,成都-锦江区,0.8-1万/月,"['无需经验', '大专']",上市公司,1000-5000人,计算机服务(系统、数据服务、维修)
Java高级开发工程师,上海云瀚科技股份有限公司,上海-徐汇区,2-2.5万/月,"['5-7年经验', '本科']",国企,50-150人,计算机软件
Java全栈工程师,武汉中领科技有限公司,武汉-汉阳区,1.5-2.5万/月,"['3-4年经验', '本科']",民营公司,少于50人,计算机软件
Java开发工程师,武汉鑫索维科技有限公司,武汉,0.8-1.5万/月,"['3-4年经验', '本科']",创业公司,少于50人,电气/电力/水利
Java开发工程师,上海中畅信息科技有限公司,上海-黄浦区,1-1.5万/月,"['3-4年经验', '大专']",民营公司,50-150人,计算机软件
Java开发工程师,苏州沈苏自动化技术开发有限公司,苏州-高新区,1-1.8万/月,"['3-4年经验', '本科']",国企,150-500人,计算机软件
Java开发工程师,东方通信股份有限公司,郑州-金水区,0.8-1.2万/月,"['2年经验', '本科']",国企,1000-5000人,通信/电信/网络设备
Java开发工程师,重庆傲雄在线信息技术有限公司,重庆-渝北区,0.9-1.8万/月,"['2年经验', '大专']",民营公司,150-500人,计算机软件
java软件开发师（交通便利）,深圳市齐胜达科技有限公司,深圳-龙岗区,0.8-1.5万/月,"['2年经验', '大专']",民营公司,少于50人,计算机软件
Java开发工程师,北京安富通科技有限公司,北京-昌平区,0.9-1.5万/月,"['2年经验', '大专']",民营公司,少于50人,计算机软件
JAVA软件工程师,康龙化成（北京）新药技术股份有限公司,北京-大兴区,0.8-1万/月,"['2年经验', '本科']",外资（欧美）,10000人以上,制药/生物工程
Java架构师,深圳中恒科迪科技有限公司,深圳-南山区,3.6-5万/月,"['8-9年经验', '本科']",民营公司,,电子技术/半导体/集成电路
Java开发工程师,深圳市特西智能电气有限公司,深圳-宝安区,1.5-2.4万/月,"['3-4年经验', '大专']",民营公司,少于50人,电子技术/半导体/集成电路
Java开发工程师(中级）代招,广东普兑森建筑装饰有限公司,广州-天河区,1.5-2万/月,"['3-4年经验', '大专']",民营公司,50-150人,家居/室内设计/装潢
（社会招聘）JAVA开发工程师-日照,日照银行股份有限公司,日照,0.7-1.2万/月,"['2年经验', '本科']",国企,,银行
java后端开发,赛诺韦尔科技有限公司,上海-虹口区,2.5-4万/月,"['3-4年经验', '本科']",民营公司,150-500人,贸易/进出口
Java开发工程师,苏州荣学网络科技有限公司,上海-浦东新区,1.5-2.5万/月,"['3-4年经验', '本科']",民营公司,50-150人,互联网/电子商务
Java中级开发工程师,宁波申腾信息系统有限公司,宁波-鄞州区,0.7-1.2万/月,"['2年经验', '大专']",民营公司,50-150人,计算机软件
java高级开发工程师,北京普远天成科技有限公司,深圳-南山区,1.5-3万/月,"['3-4年经验', '大专']",民营公司,50-150人,计算机软件
Java开发实习生,江苏国科北斗智能研究院有限公司,徐州-铜山区,2-4千/月,"['无需经验', '本科']",国企,50-150人,计算机服务(系统、数据服务、维修)
Java开发工程师,上海明运信息科技有限公司,上海-浦东新区,1.5-2.5万/月,"['3-4年经验', '本科']",民营公司,50-150人,计算机软件
Java后端高级开发工程师,中兴克拉科技（苏州）有限公司,南京-雨花台区,1.5-3万/月,"['5-7年经验', '本科']",国企,50-150人,通信/电信运营、增值服务
java中高级工程师,江苏梦立渊软件技术有限公司,南京,1-1.2万/月,"['3-4年经验', '大专']",民营公司,150-500人,计算机软件
Java中高级开发工程师,上扬软件（上海）有限公司,北京-大兴区,1.3-2.5万/月,"['3-4年经验', '本科']",外资（非欧美）,150-500人,计算机软件
Java开发工程师（深圳）,广州南天电脑系统有限公司,深圳-福田区,1.5-2.5万/月,"['3-4年经验', '本科']",上市公司,500-1000人,计算机软件
